KMeans Clusters:

Cluster 0:
{[5.0, 3.0, 1.6, 0.2];Iris-setosa}
{[5.0, 3.4, 1.6, 0.4];Iris-setosa}
{[5.2, 3.5, 1.5, 0.2];Iris-setosa}
{[5.2, 3.4, 1.4, 0.2];Iris-setosa}
{[4.7, 3.2, 1.6, 0.2];Iris-setosa}
{[4.8, 3.1, 1.6, 0.2];Iris-setosa}
{[5.4, 3.4, 1.5, 0.4];Iris-setosa}
{[5.2, 4.1, 1.5, 0.1];Iris-setosa}
{[5.5, 4.2, 1.4, 0.2];Iris-setosa}
{[4.9, 3.1, 1.5, 0.1];Iris-setosa}
{[5.0, 3.2, 1.2, 0.2];Iris-setosa}
{[5.5, 3.5, 1.3, 0.2];Iris-setosa}
{[4.9, 3.1, 1.5, 0.1];Iris-setosa}
{[4.4, 3.0, 1.3, 0.2];Iris-setosa}
{[5.1, 3.4, 1.5, 0.2];Iris-setosa}
{[5.0, 3.5, 1.3, 0.3];Iris-setosa}
{[4.5, 2.3, 1.3, 0.3];Iris-setosa}
{[4.4, 3.2, 1.3, 0.2];Iris-setosa}
{[5.0, 3.5, 1.6, 0.6];Iris-setosa}
{[5.1, 3.8, 1.9, 0.4];Iris-setosa}
{[4.8, 3.0, 1.4, 0.3];Iris-setosa}
{[5.1, 3.8, 1.6, 0.2];Iris-setosa}
{[4.6, 3.2, 1.4, 0.2];Iris-setosa}
{[5.3, 3.7, 1.5, 0.2];Iris-setosa}
{[5.0, 3.3, 1.4, 0.2];Iris-setosa}

Cluster 2:
{[6.3, 3.3, 6.0, 2.5];Iris-virginica}
{[7.1, 3.0, 5.9, 2.1];Iris-virginica}
{[6.5, 3.0, 5.8, 2.2];Iris-virginica}
{[7.6, 3.0, 6.6, 2.1];Iris-virginica}
{[7.3, 2.9, 6.3, 1.8];Iris-virginica}
{[6.7, 2.5, 5.8, 1.8];Iris-virginica}
{[7.2, 3.6, 6.1, 2.5];Iris-virginica}
{[6.8, 3.0, 5.5, 2.1];Iris-virginica}
{[7.7, 3.8, 6.7, 2.2];Iris-virginica}
{[7.7, 2.6, 6.9, 2.3];Iris-virginica}
{[6.9, 3.2, 5.7, 2.3];Iris-virginica}
{[7.7, 2.8, 6.7, 2.0];Iris-virginica}
{[6.7, 3.3, 5.7, 2.1];Iris-virginica}
{[7.2, 3.2, 6.0, 1.8];Iris-virginica}
{[7.2, 3.0, 5.8, 1.6];Iris-virginica}
{[7.4, 2.8, 6.1, 1.9];Iris-virginica}
{[7.9, 3.8, 6.4, 2.0];Iris-virginica}
{[7.7, 3.0, 6.1, 2.3];Iris-virginica}
{[6.3, 3.4, 5.6, 2.4];Iris-virginica}
{[6.9, 3.1, 5.4, 2.1];Iris-virginica}
{[6.7, 3.1, 5.6, 2.4];Iris-virginica}
{[6.8, 3.2, 5.9, 2.3];Iris-virginica}
{[6.7, 3.3, 5.7, 2.5];Iris-virginica}

Cluster 3:
{[7.0, 3.2, 4.7, 1.4];Iris-versicolor}
{[6.4, 3.2, 4.5, 1.5];Iris-versicolor}
{[6.9, 3.1, 4.9, 1.5];Iris-versicolor}
{[6.5, 2.8, 4.6, 1.5];Iris-versicolor}
{[6.3, 3.3, 4.7, 1.6];Iris-versicolor}
{[6.6, 2.9, 4.6, 1.3];Iris-versicolor}
{[6.1, 2.9, 4.7, 1.4];Iris-versicolor}
{[6.7, 3.1, 4.4, 1.4];Iris-versicolor}
{[6.2, 2.2, 4.5, 1.5];Iris-versicolor}
{[5.9, 3.2, 4.8, 1.8];Iris-versicolor}
{[6.3, 2.5, 4.9, 1.5];Iris-versicolor}
{[6.1, 2.8, 4.7, 1.2];Iris-versicolor}
{[6.4, 2.9, 4.3, 1.3];Iris-versicolor}
{[6.6, 3.0, 4.4, 1.4];Iris-versicolor}
{[6.8, 2.8, 4.8, 1.4];Iris-versicolor}
{[6.7, 3.0, 5.0, 1.7];Iris-versicolor}
{[6.0, 2.9, 4.5, 1.5];Iris-versicolor}
{[6.0, 2.7, 5.1, 1.6];Iris-versicolor}
{[6.0, 3.4, 4.5, 1.6];Iris-versicolor}
{[6.7, 3.1, 4.7, 1.5];Iris-versicolor}
{[6.1, 3.0, 4.6, 1.4];Iris-versicolor}
{[5.8, 2.7, 5.1, 1.9];Iris-virginica}
{[6.3, 2.9, 5.6, 1.8];Iris-virginica}
{[6.5, 3.2, 5.1, 2.0];Iris-virginica}
{[6.4, 2.7, 5.3, 1.9];Iris-virginica}
{[5.7, 2.5, 5.0, 2.0];Iris-virginica}
{[5.8, 2.8, 5.1, 2.4];Iris-virginica}
{[6.4, 3.2, 5.3, 2.3];Iris-virginica}
{[6.5, 3.0, 5.5, 1.8];Iris-virginica}
{[6.0, 2.2, 5.0, 1.5];Iris-virginica}
{[5.6, 2.8, 4.9, 2.0];Iris-virginica}
{[6.3, 2.7, 4.9, 1.8];Iris-virginica}
{[6.2, 2.8, 4.8, 1.8];Iris-virginica}
{[6.1, 3.0, 4.9, 1.8];Iris-virginica}
{[6.4, 2.8, 5.6, 2.1];Iris-virginica}
{[6.4, 2.8, 5.6, 2.2];Iris-virginica}
{[6.3, 2.8, 5.1, 1.5];Iris-virginica}
{[6.1, 2.6, 5.6, 1.4];Iris-virginica}
{[6.4, 3.1, 5.5, 1.8];Iris-virginica}
{[6.0, 3.0, 4.8, 1.8];Iris-virginica}
{[6.9, 3.1, 5.1, 2.3];Iris-virginica}
{[5.8, 2.7, 5.1, 1.9];Iris-virginica}
{[6.7, 3.0, 5.2, 2.3];Iris-virginica}
{[6.3, 2.5, 5.0, 1.9];Iris-virginica}
{[6.5, 3.0, 5.2, 2.0];Iris-virginica}
{[6.2, 3.4, 5.4, 2.3];Iris-virginica}
{[5.9, 3.0, 5.1, 1.8];Iris-virginica}

SumOfSquaredErrors score of Clusters: 114.9465465309897
Cindex score of Clusters: 971.1381728976029
Gamma score of Clusters: 0.3405867970660147
AICScore score of Clusters: 9923.82670945683

********************************************


Cobweb Clusters:

Cluster 0:
{[-0.9006811702978099, 1.0320572244889554, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-1.1430169111851116, -0.12495760117131036, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-1.3853526520724144, 0.3378483290927964, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-1.5065205225160663, 0.106445363960743, -1.2844067007705817, -1.3129767272601454];Iris-setosa}
{[-1.5065205225160663, 0.800654259356902, -1.3412724047598341, -1.1815037572407716];Iris-setosa}
{[-1.0218490407414607, 0.800654259356902, -1.2844067007705817, -1.3129767272601454];Iris-setosa}
{[-1.748856263403368, -0.3563605663033637, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-1.1430169111851116, 0.106445363960743, -1.2844067007705817, -1.4444496972795189];Iris-setosa}
{[-1.2641847816287635, -0.12495760117131036, -1.3412724047598341, -1.4444496972795189];Iris-setosa}
{[-1.87002413384702, -0.12495760117131036, -1.511869516727591, -1.4444496972795189];Iris-setosa}
{[-0.9006811702978099, 1.0320572244889554, -1.3412724047598341, -1.1815037572407716];Iris-setosa}
{[-0.5371775589668552, 0.800654259356902, -1.170675292792077, -1.3129767272601454];Iris-setosa}
{[-0.9006811702978099, 0.5692512942248487, -1.170675292792077, -0.9185578172020245];Iris-setosa}
{[-1.2641847816287635, 0.800654259356902, -1.0569438848135724, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, -0.12495760117131036, -1.2275409967813293, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, 0.800654259356902, -1.2275409967813293, -1.050030787221398];Iris-setosa}
{[-0.779513299854158, 1.0320572244889554, -1.2844067007705817, -1.3129767272601454];Iris-setosa}
{[-0.779513299854158, 0.800654259356902, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-1.3853526520724144, 0.3378483290927964, -1.2275409967813293, -1.3129767272601454];Iris-setosa}
{[-1.2641847816287635, 0.106445363960743, -1.2275409967813293, -1.3129767272601454];Iris-setosa}
{[-0.5371775589668552, 0.800654259356902, -1.2844067007705817, -1.050030787221398];Iris-setosa}
{[-1.1430169111851116, 0.106445363960743, -1.2844067007705817, -1.4444496972795189];Iris-setosa}
{[-1.0218490407414607, 0.3378483290927964, -1.4550038127383387, -1.3129767272601454];Iris-setosa}
{[-0.4160096885232043, 1.0320572244889554, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-1.1430169111851116, 0.106445363960743, -1.2844067007705817, -1.4444496972795189];Iris-setosa}
{[-1.748856263403368, -0.12495760117131036, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-0.9006811702978099, 0.800654259356902, -1.2844067007705817, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, 1.0320572244889554, -1.3981381087490865, -1.1815037572407716];Iris-setosa}
{[-1.748856263403368, 0.3378483290927964, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, 1.0320572244889554, -1.2275409967813293, -0.7870848471826508];Iris-setosa}
{[-1.2641847816287635, -0.12495760117131036, -1.3412724047598341, -1.1815037572407716];Iris-setosa}
{[-1.5065205225160663, 0.3378483290927964, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, 0.5692512942248487, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[0.7956690159133086, -0.587763531435417, 0.4784301228962416, 0.3961718829917118];Iris-versicolor}
{[-0.1736739476359015, -0.587763531435417, 0.4215644189069894, 0.1332259429529646];Iris-versicolor}
{[-0.5371775589668552, -0.12495760117131036, 0.4215644189069894, 0.3961718829917118];Iris-versicolor}

Cluster 1:
{[1.6438441090188678, 1.2634601896210087, 1.3314156827350272, 1.7109015831854482];Iris-virginica}
{[2.249683461237124, 1.7262661198851146, 1.6726099066705418, 1.3164826731273274];Iris-virginica}
{[2.492019202124427, 1.7262661198851146, 1.5020127947027846, 1.0535367330885799];Iris-virginica}

Cluster 2:
{[0.06866179325140129, -0.12495760117131036, 0.2509673069392324, 0.3961718829917118];Iris-versicolor}
{[-0.29484181807955345, -0.3563605663033637, -0.09022691699628185, 0.1332259429529646];Iris-versicolor}
{[-0.29484181807955345, -0.12495760117131036, 0.4215644189069894, 0.3961718829917118];Iris-versicolor}
{[-0.052506077192250644, -0.8191664965674694, 0.19410160294997975, -0.2611929671051563];Iris-versicolor}
{[0.06866179325140129, 0.3378483290927964, 0.5921615308747464, 0.7905907930498327];Iris-versicolor}
{[0.310997534138703, -0.587763531435417, 0.13723589896072758, 0.1332259429529646];Iris-versicolor}
{[0.5533332750260058, -1.2819724268315762, 0.6490272348639992, 0.3961718829917118];Iris-versicolor}
{[0.310997534138703, -0.587763531435417, 0.5352958268854943, 0.0017529729335908715];Iris-versicolor}
{[0.6745011454696578, -0.3563605663033637, 0.3078330109284846, 0.1332259429529646];Iris-versicolor}
{[0.9168368863569595, -0.12495760117131036, 0.36469871491773725, 0.26469891297233805];Iris-versicolor}
{[1.1591726272442622, -0.587763531435417, 0.5921615308747464, 0.26469891297233805];Iris-versicolor}
{[1.0380047568006114, -0.12495760117131036, 0.7058929388532513, 0.659117823030459];Iris-versicolor}
{[0.18982966369505214, -0.3563605663033637, 0.4215644189069894, 0.3961718829917118];Iris-versicolor}
{[0.18982966369505214, -0.8191664965674694, 0.7627586428425035, 0.5276448530110855];Iris-versicolor}
{[0.18982966369505214, 0.800654259356902, 0.4215644189069894, 0.5276448530110855];Iris-versicolor}
{[1.0380047568006114, 0.106445363960743, 0.5352958268854943, 0.3961718829917118];Iris-versicolor}
{[-0.29484181807955345, -0.12495760117131036, 0.19410160294997975, 0.1332259429529646];Iris-versicolor}
{[0.310997534138703, -0.12495760117131036, 0.4784301228962416, 0.26469891297233805];Iris-versicolor}
{[-0.1736739476359015, -0.12495760117131036, 0.2509673069392324, 0.0017529729335908715];Iris-versicolor}
{[0.4321654045823549, -0.3563605663033637, 0.3078330109284846, 0.1332259429529646];Iris-versicolor}
{[-0.1736739476359015, -0.587763531435417, 0.19410160294997975, 0.1332259429529646];Iris-versicolor}
{[0.5533332750260058, 0.5692512942248487, 1.274549978745775, 1.7109015831854482];Iris-virginica}
{[0.5533332750260058, -0.3563605663033637, 1.0470871627887652, 0.7905907930498327];Iris-virginica}
{[0.7956690159133086, -0.12495760117131036, 1.1608185707672702, 1.3164826731273274];Iris-virginica}
{[0.6745011454696578, -0.8191664965674694, 0.8764900508210083, 0.9220637630692062];Iris-virginica}
{[-0.052506077192250644, -0.587763531435417, 0.7627586428425035, 1.5794286131660744];Iris-virginica}
{[0.5533332750260058, -0.8191664965674694, 0.6490272348639992, 0.7905907930498327];Iris-virginica}
{[0.4321654045823549, -0.587763531435417, 0.5921615308747464, 0.7905907930498327];Iris-virginica}
{[0.310997534138703, -0.12495760117131036, 0.6490272348639992, 0.7905907930498327];Iris-virginica}
{[0.6745011454696578, -0.587763531435417, 1.0470871627887652, 1.1850097031079536];Iris-virginica}
{[1.8861798499061706, -0.587763531435417, 1.3314156827350272, 0.9220637630692062];Iris-virginica}
{[0.6745011454696578, -0.587763531435417, 1.0470871627887652, 1.3164826731273274];Iris-virginica}
{[0.5533332750260058, -0.587763531435417, 0.7627586428425035, 0.3961718829917118];Iris-virginica}
{[0.5533332750260058, 0.800654259356902, 1.0470871627887652, 1.5794286131660744];Iris-virginica}
{[0.6745011454696578, 0.106445363960743, 0.9902214587995132, 0.7905907930498327];Iris-virginica}
{[0.18982966369505214, -0.12495760117131036, 0.5921615308747464, 0.7905907930498327];Iris-virginica}
{[0.5533332750260058, -1.2819724268315762, 0.7058929388532513, 0.9220637630692062];Iris-virginica}
{[0.4321654045823549, 0.800654259356902, 0.933355754810261, 1.4479556431467007];Iris-virginica}
{[0.06866179325140129, -0.12495760117131036, 0.7627586428425035, 0.7905907930498327];Iris-virginica}

Cluster 3:
{[1.401508368131565, 0.3378483290927964, 0.5352958268854943, 0.26469891297233805];Iris-versicolor}
{[1.2803404976879142, 0.106445363960743, 0.6490272348639992, 0.3961718829917118];Iris-versicolor}
{[0.5533332750260058, 0.5692512942248487, 0.5352958268854943, 0.5276448530110855];Iris-versicolor}
{[0.9168368863569595, -0.3563605663033637, 0.4784301228962416, 0.1332259429529646];Iris-versicolor}
{[0.310997534138703, -0.3563605663033637, 0.5352958268854943, 0.26469891297233805];Iris-versicolor}
{[1.0380047568006114, 0.106445363960743, 0.36469871491773725, 0.26469891297233805];Iris-versicolor}
{[1.522676238575216, -0.12495760117131036, 1.2176842747565229, 1.1850097031079536];Iris-virginica}
{[2.1285155907934725, -0.12495760117131036, 1.615744202681289, 1.1850097031079536];Iris-virginica}
{[1.7650119794625188, -0.3563605663033637, 1.445147090713532, 0.7905907930498327];Iris-virginica}
{[1.0380047568006114, -1.2819724268315762, 1.1608185707672702, 0.7905907930498327];Iris-virginica}
{[0.7956690159133086, 0.3378483290927964, 0.7627586428425035, 1.0535367330885799];Iris-virginica}
{[1.1591726272442622, -0.12495760117131036, 0.9902214587995132, 1.1850097031079536];Iris-virginica}
{[0.6745011454696578, 0.3378483290927964, 0.8764900508210083, 1.4479556431467007];Iris-virginica}
{[0.7956690159133086, -0.12495760117131036, 0.9902214587995132, 0.7905907930498327];Iris-virginica}
{[1.2803404976879142, 0.3378483290927964, 1.103952866778018, 1.4479556431467007];Iris-virginica}
{[1.0380047568006114, 0.5692512942248487, 1.103952866778018, 1.1850097031079536];Iris-virginica}
{[1.6438441090188678, 0.3378483290927964, 1.274549978745775, 0.7905907930498327];Iris-virginica}
{[1.6438441090188678, -0.12495760117131036, 1.1608185707672702, 0.5276448530110855];Iris-virginica}
{[1.2803404976879142, 0.106445363960743, 0.933355754810261, 1.1850097031079536];Iris-virginica}
{[1.0380047568006114, 0.106445363960743, 1.0470871627887652, 1.5794286131660744];Iris-virginica}
{[1.2803404976879142, 0.106445363960743, 0.7627586428425035, 1.4479556431467007];Iris-virginica}
{[1.1591726272442622, 0.3378483290927964, 1.2176842747565229, 1.4479556431467007];Iris-virginica}
{[1.0380047568006114, 0.5692512942248487, 1.103952866778018, 1.7109015831854482];Iris-virginica}
{[1.0380047568006114, -0.12495760117131036, 0.8196243468317561, 1.4479556431467007];Iris-virginica}
{[0.7956690159133086, -0.12495760117131036, 0.8196243468317561, 1.0535367330885799];Iris-virginica}

Cluster 4:
{[2.249683461237124, -1.0505694616995227, 1.7863413146490466, 1.4479556431467007];Iris-virginica}
{[2.249683461237124, -0.587763531435417, 1.6726099066705418, 1.0535367330885799];Iris-virginica}
{[2.249683461237124, -0.12495760117131036, 1.3314156827350272, 1.4479556431467007];Iris-virginica}

Cluster 5:
{[-0.4160096885232043, -1.744778357095683, 0.13723589896072758, 0.1332259429529646];Iris-versicolor}
{[-1.1430169111851116, -1.5133753919636295, -0.2608240289640391, -0.2611929671051563];Iris-versicolor}
{[-0.779513299854158, -0.8191664965674694, 0.08037019497147516, 0.26469891297233805];Iris-versicolor}
{[-0.29484181807955345, -1.2819724268315762, 0.08037019497147516, -0.12971999708578258];Iris-versicolor}
{[0.18982966369505214, -1.9761813222277351, 0.13723589896072758, -0.2611929671051563];Iris-versicolor}
{[0.4321654045823549, -1.9761813222277351, 0.4215644189069894, 0.3961718829917118];Iris-versicolor}
{[-0.1736739476359015, -1.0505694616995227, -0.14709262098553427, -0.2611929671051563];Iris-versicolor}
{[-1.0218490407414607, -2.438987252491842, -0.14709262098553427, -0.2611929671051563];Iris-versicolor}
{[-0.4160096885232043, -1.5133753919636295, 0.023504490982222737, -0.12971999708578258];Iris-versicolor}
{[-0.4160096885232043, -1.5133753919636295, -0.03336121300702943, -0.2611929671051563];Iris-versicolor}
{[-0.052506077192250644, -0.8191664965674694, 0.08037019497147516, 0.0017529729335908715];Iris-versicolor}
{[0.5533332750260058, -1.744778357095683, 0.36469871491773725, 0.1332259429529646];Iris-versicolor}
{[-0.4160096885232043, -1.2819724268315762, 0.13723589896072758, 0.1332259429529646];Iris-versicolor}
{[-0.4160096885232043, -1.0505694616995227, 0.36469871491773725, 0.0017529729335908715];Iris-versicolor}
{[-0.052506077192250644, -1.0505694616995227, 0.13723589896072758, 0.0017529729335908715];Iris-versicolor}
{[-1.0218490407414607, -1.744778357095683, -0.2608240289640391, -0.2611929671051563];Iris-versicolor}
{[-0.29484181807955345, -0.8191664965674694, 0.2509673069392324, 0.1332259429529646];Iris-versicolor}
{[-0.9006811702978099, -1.2819724268315762, -0.4314211409317961, -0.12971999708578258];Iris-versicolor}
{[-0.052506077192250644, -0.8191664965674694, 0.7627586428425035, 0.9220637630692062];Iris-virginica}
{[-1.1430169111851116, -1.2819724268315762, 0.4215644189069894, 0.659117823030459];Iris-virginica}
{[-0.1736739476359015, -1.2819724268315762, 0.7058929388532513, 1.0535367330885799];Iris-virginica}
{[0.18982966369505214, -1.9761813222277351, 0.7058929388532513, 0.3961718829917118];Iris-virginica}
{[-0.29484181807955345, -0.587763531435417, 0.6490272348639992, 1.0535367330885799];Iris-virginica}
{[0.310997534138703, -1.0505694616995227, 1.0470871627887652, 0.26469891297233805];Iris-virginica}
{[-0.052506077192250644, -0.8191664965674694, 0.7627586428425035, 0.9220637630692062];Iris-virginica}

Cluster 6:
{[-1.6276883929597172, -1.744778357095683, -1.3981381087490865, -1.1815037572407716];Iris-setosa}

Cluster 7:
{[-0.1736739476359015, -0.3563605663033637, 0.2509673069392324, 0.1332259429529646];Iris-versicolor}

Cluster 8:
{[-1.0218490407414607, 1.2634601896210087, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-0.5371775589668552, 1.9576690850171679, -1.170675292792077, -1.050030787221398];Iris-setosa}
{[-0.5371775589668552, 1.4948631547530622, -1.2844067007705817, -1.3129767272601454];Iris-setosa}
{[-1.2641847816287635, 0.800654259356902, -1.2275409967813293, -1.3129767272601454];Iris-setosa}
{[-0.5371775589668552, 1.9576690850171679, -1.3981381087490865, -1.050030787221398];Iris-setosa}
{[-0.1736739476359015, 1.7262661198851146, -1.170675292792077, -1.1815037572407716];Iris-setosa}
{[-0.9006811702978099, 1.7262661198851146, -1.2844067007705817, -1.1815037572407716];Iris-setosa}
{[-0.9006811702978099, 1.4948631547530622, -1.2844067007705817, -1.050030787221398];Iris-setosa}
{[-1.5065205225160663, 1.2634601896210087, -1.5687352207168435, -1.3129767272601454];Iris-setosa}
{[-0.9006811702978099, 1.7262661198851146, -1.0569438848135724, -1.050030787221398];Iris-setosa}
{[-0.9006811702978099, 1.7262661198851146, -1.2275409967813293, -1.3129767272601454];Iris-setosa}
{[-0.6583454294105071, 1.4948631547530622, -1.2844067007705817, -1.3129767272601454];Iris-setosa}

Cluster 9:
{[0.6745011454696578, 0.3378483290927964, 0.4215644189069894, 0.3961718829917118];Iris-versicolor}

Cluster 10:
{[-0.052506077192250644, 2.189072050149221, -1.4550038127383387, -1.3129767272601454];Iris-setosa}
{[-0.1736739476359015, 3.1146839106774347, -1.2844067007705817, -1.050030787221398];Iris-setosa}
{[-0.779513299854158, 2.4204750152812737, -1.2844067007705817, -1.4444496972795189];Iris-setosa}
{[-0.4160096885232043, 2.651877980413328, -1.3412724047598341, -1.3129767272601454];Iris-setosa}

SumOfSquaredErrors score of Clusters: 207.0483618614194
Cindex score of Clusters: 591.1696850748835
Gamma score of Clusters: -0.5386806925268464
AICScore score of Clusters: 5683.595920050495

********************************************


Density Based Space Clusters:

Cluster 0:
{[-0.1736739476359015, 1.7262661198851146, -1.170675292792077, -1.1815037572407716];Iris-setosa}
{[-1.1430169111851116, 0.106445363960743, -1.2844067007705817, -1.4444496972795189];Iris-setosa}
{[-1.2641847816287635, 0.800654259356902, -1.0569438848135724, -1.3129767272601454];Iris-setosa}
{[-1.1430169111851116, -0.12495760117131036, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, 0.3378483290927964, -1.4550038127383387, -1.3129767272601454];Iris-setosa}
{[-1.1430169111851116, 0.106445363960743, -1.2844067007705817, -1.4444496972795189];Iris-setosa}
{[-0.9006811702978099, 1.7262661198851146, -1.2275409967813293, -1.3129767272601454];Iris-setosa}
{[-1.5065205225160663, 0.3378483290927964, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-0.5371775589668552, 1.4948631547530622, -1.2844067007705817, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, 0.5692512942248487, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-0.5371775589668552, 1.9576690850171679, -1.170675292792077, -1.050030787221398];Iris-setosa}
{[-0.779513299854158, 2.4204750152812737, -1.2844067007705817, -1.4444496972795189];Iris-setosa}
{[-1.748856263403368, 0.3378483290927964, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-0.4160096885232043, 1.0320572244889554, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-0.9006811702978099, 1.7262661198851146, -1.2844067007705817, -1.1815037572407716];Iris-setosa}
{[-0.9006811702978099, 1.0320572244889554, -1.3412724047598341, -1.1815037572407716];Iris-setosa}
{[-1.0218490407414607, 1.2634601896210087, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-0.9006811702978099, 0.5692512942248487, -1.170675292792077, -0.9185578172020245];Iris-setosa}
{[-1.2641847816287635, -0.12495760117131036, -1.3412724047598341, -1.1815037572407716];Iris-setosa}
{[-0.9006811702978099, 1.7262661198851146, -1.0569438848135724, -1.050030787221398];Iris-setosa}
{[-1.0218490407414607, 1.0320572244889554, -1.2275409967813293, -0.7870848471826508];Iris-setosa}
{[-0.4160096885232043, 2.651877980413328, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-0.052506077192250644, 2.189072050149221, -1.4550038127383387, -1.3129767272601454];Iris-setosa}
{[-1.87002413384702, -0.12495760117131036, -1.511869516727591, -1.4444496972795189];Iris-setosa}
{[-1.3853526520724144, 0.3378483290927964, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-1.3853526520724144, 0.3378483290927964, -1.2275409967813293, -1.3129767272601454];Iris-setosa}
{[-0.779513299854158, 0.800654259356902, -1.3412724047598341, -1.3129767272601454];Iris-setosa}
{[-1.0218490407414607, 0.800654259356902, -1.2844067007705817, -1.3129767272601454];Iris-setosa}
{[-1.748856263403368, -0.12495760117131036, -1.3981381087490865, -1.3129767272601454];Iris-setosa}
{[-0.5371775589668552, 0.800654259356902, -1.2844067007705817, -1.050030787221398];Iris-setosa}
